"Estimate","Std. Error","t-value","p-value","2.5 %","97.5 %","coef","pop"
3.93187631817057,2.30504684341212,1.70576850939406,0.0958060648874994,-0.726797130552815,8.59054976689396,"Slope","REF"
2.15376261745309,0.255942152387305,8.41503674702988,2.18357107766548e-10,1.63648423192109,2.67104100298509,"ED50","REF"
10.5363740931659,NA,NA,NA,NA,NA,"Slope","C7"
2.27467658945275,NA,NA,NA,NA,NA,"ED50","C7"
1.58496821209339,0.231102860194653,6.85828038111863,6.88363735830991e-07,1.10569021442011,2.06424620976667,"Slope","C6"
4.50256668476704,0.439449319403344,10.2459293619577,7.74437360859074e-10,3.59120457654769,5.41392879298639,"ED50","C6"
3.84130090027956,0.960584681100152,3.99891959122245,0.00060473438037204,1.84917020070478,5.83343159985435,"Slope","C44"
1.85879771668692,0.151533472579886,12.2665816670109,2.60401338296201e-11,1.54453652901753,2.17305890435632,"ED50","C44"
4.95509099454852,1.84080946637968,2.69180003962806,0.0133213665744023,1.13748581908093,8.77269617001612,"Slope","C58"
2.11147142583065,0.142369720101763,14.8309024160574,6.16900796825289e-13,1.81621469762657,2.40672815403473,"ED50","C58"
2.18699399582574,0.434380801831995,5.03473907364718,4.8435614390808e-05,1.28614334969181,3.08784464195967,"Slope","C67"
1.78363912216591,0.160865750642507,11.0877493502623,1.78647348867725e-10,1.45002397436025,2.11725426997157,"ED50","C67"
4.10384681244055,3.80419527876039,1.0787687044756,0.292376984173319,-3.78557132122828,11.9932649461094,"Slope","C73"
2.22416270496386,0.280589619222591,7.92674622506059,6.87487502570734e-08,1.64225545052468,2.80606995940304,"ED50","C73"
3.37821449225846,0.954883537424926,3.53782881352069,0.00184834304584089,1.39790724100798,5.35852174350894,"Slope","C85"
1.84790499990593,0.189269401302276,9.76335840442961,1.86306130114738e-09,1.45538428596683,2.24042571384504,"ED50","C85"
4.9401885607203,4.09710380923893,1.20577578473365,0.236228371460283,-3.38612815971022,13.2665052811508,"Slope","C76"
2.25572380705258,0.313456527395826,7.19628914986383,2.5235685107814e-08,1.61870350034261,2.89274411376254,"ED50","C76"
10.7229686536142,109.556932901952,0.0978757653174783,0.923246591028843,-221.527353971662,242.973291278891,"Slope","C67p"
5.50986861968189,5.47912521109333,1.00561100675822,0.329569656665239,-6.10535795041164,17.1250951897754,"ED50","C67p"
