"pop","Cntrl_ama_per_cell","X","row","column","n_celulas","n_amas.x","n_cels_infec","mean_ama_cel","composto","conc","n_amas.y","corrected_ama","ama_per_cell","experiment","viability","mean_value","mean_normalized","viability_normalized"
"C73",12.8959167333867,213,"E",7,90,504,66,5.6,"SbIII",35,36,468,5.2,"EXP 4",40.3228410008071,58.9101541082074,48.8745366006311,33.4536583407241
"C73",12.8959167333867,214,"D",7,358,3255,307,9.092,"SbIII",25,267,2988,8.3463687150838,"EXP 4",64.721018967776,64.871353318841,54.5198648776844,54.3935193015985
"C73",12.8959167333867,215,"C",7,1509,26124,1320,17.31,"SbIII",10,386,25738,17.0563286944997,"EXP 4",132.261467308811,112.896221366404,100,117.153139146754
"C73",12.8959167333867,216,"B",7,1249,16440,1067,13.16,"SbIII",0,333,16107,12.8959167333867,"EXP 4",100,100,87.7871212528795,87.7871212528795
"C85",6.00599400599401,55,"G",11,463,738,158,1.594,"SbIII",100,16,722,1.55939524838013,"EXP 1",25.9639827616186,24.2299565769273,0,0
"C85",6.00599400599401,56,"F",11,426,1186,141,2.784,"SbIII",65,15,1171,2.74882629107981,"EXP 1",45.7680491911325,42.2020409392945,23.7192478061779,25.7234881585791
"C85",6.00599400599401,57,"E",11,643,3447,389,5.361,"SbIII",35,21,3426,5.32814930015552,"EXP 1",88.7138630980651,73.5014213936841,65.0276317536769,78.4862702190246
"C85",6.00599400599401,58,"D",11,651,1457,276,2.238,"SbIII",25,8,1449,2.2258064516129,"EXP 1",37.0597514648122,66.4489912459775,55.7199557525845,31.0759828418933
"C85",6.00599400599401,59,"C",11,972,2863,417,2.945,"SbIII",10,12,2851,2.93312757201646,"EXP 1",48.8366716498416,85.4499083283658,80.7970392858405,46.1774454188863
"C85",6.00599400599401,60,"B",11,1001,6043,581,6.037,"SbIII",0,31,6012,6.00599400599401,"EXP 1",100,100,100,100
"C85",30.3966244725738,115,"G",11,59,101,25,1.712,"SbIII",100,3,98,1.66101694915254,"EXP 2",5.46447830301433,24.2299565769273,0,0
"C85",30.3966244725738,116,"F",11,103,669,62,6.495,"SbIII",65,1,668,6.48543689320388,"EXP 2",21.3360430828612,42.2020409392945,23.7192478061779,11.9917160834386
"C85",30.3966244725738,117,"E",11,105,1139,72,10.85,"SbIII",35,7,1132,10.7809523809524,"EXP 2",35.4675973665425,73.5014213936841,65.0276317536769,31.3786293789604
"C85",30.3966244725738,118,"D",11,189,2219,133,11.74,"SbIII",25,6,2213,11.7089947089947,"EXP 2",38.5207071908904,66.4489912459775,55.7199557525845,32.3010486688857
"C85",30.3966244725738,119,"C",11,213,2689,162,12.62,"SbIII",10,3,2686,12.6103286384977,"EXP 2",41.4859506846746,85.4499083283658,80.7970392858405,39.2269816650861
"C85",30.3966244725738,120,"B",11,237,7208,209,30.41,"SbIII",0,4,7204,30.3966244725738,"EXP 2",100,100,100,100
"C85",4.95452054794521,151,"G",7,659,1984,389,3.011,"SbIII",100,225,1759,2.66919575113809,"EXP 3",53.8739465364633,24.2299565769273,0,0
"C85",4.95452054794521,152,"F",7,757,2804,527,3.704,"SbIII",65,188,2616,3.4557463672391,"EXP 3",69.749359878471,42.2020409392945,23.7192478061779,39.2019512435313
"C85",4.95452054794521,153,"E",7,660,3242,467,4.912,"SbIII",35,448,2794,4.23333333333333,"EXP 3",85.4438546044384,73.5014213936841,65.0276317536769,75.593252585855
"C85",4.95452054794521,154,"D",7,1539,7830,1025,5.088,"SbIII",25,437,7393,4.80376868096166,"EXP 3",96.957286471522,66.4489912459775,55.7199557525845,81.3022983612397
"C85",4.95452054794521,155,"C",7,1968,11484,1227,5.835,"SbIII",10,436,11048,5.61382113821138,"EXP 3",113.307051285509,85.4499083283658,80.7970392858405,107.137321188196
"C85",4.95452054794521,156,"B",7,1825,9400,1120,5.151,"SbIII",0,358,9042,4.95452054794521,"EXP 3",100,100,100,100
"C85",8.53090909090909,205,"B",6,1650,14409,1297,8.733,"SbIII",0,333,14076,8.53090909090909,"EXP 4",100,100,100,100
"C85",8.53090909090909,206,"C",6,1588,19104,1306,12.03,"SbIII",10,386,18718,11.7871536523929,"EXP 4",138.169959693438,85.4499083283658,80.7970392858405,130.646408871194
"C85",8.53090909090909,207,"D",6,407,3505,334,8.612,"SbIII",25,267,3238,7.95577395577396,"EXP 4",93.2582198566854,66.4489912459775,55.7199557525845,78.2004931383194
"C85",8.53090909090909,208,"E",6,126,943,104,7.484,"SbIII",35,36,907,7.1984126984127,"EXP 4",84.3803705056902,73.5014213936841,65.0276317536769,74.6523748308674
"C85",8.53090909090909,209,"F",6,73,242,41,3.315,"SbIII",65,43,199,2.72602739726027,"EXP 4",31.9547116047133,42.2020409392945,23.7192478061779,17.9598357391626
"C85",8.53090909090909,210,"G",6,112,192,59,1.714,"SbIII",100,81,111,0.991071428571429,"EXP 4",11.6174187066131,24.2299565769273,0,0
