"","row","column","n_celulas","n_amas.x","n_cels_infec","mean_ama_cel","composto","conc","pop","n_amas.y","corrected_ama","ama_per_cell","experiment","gene"
"250","D",3,1924,4967,742,6.694,"ANF",0.62,"REF",337,4630,6.23989218328841,"EXP 1","PGPA"
"251","C",3,1877,13527,1207,11.21,"ANF",0.15,"REF",1139,12388,10.2634631317316,"EXP 1","PGPA"
"252","B",3,1568,17859,1178,15.16,"ANF",0,"REF",371,17488,14.8455008488964,"EXP 1","PGPA"
"253","B",4,777,12255,617,19.86,"ANF",0,"C76",371,11884,19.2609400324149,"EXP 1","PGPA"
"254","C",4,1849,14620,1265,11.56,"ANF",0.15,"C76",1139,13481,10.6569169960474,"EXP 1","PGPA"
"255","D",4,2222,5522,870,6.347,"ANF",0.62,"C76",337,5185,5.95977011494253,"EXP 1","PGPA"
"256","E",4,2145,7592,867,8.757,"ANF",1.2,"C76",383,7209,8.31487889273356,"EXP 1","PGPA"
"257","F",4,2821,10093,1232,8.192,"ANF",3,"C76",405,9688,7.86363636363636,"EXP 1","PGPA"
"258","G",4,2850,7084,1145,6.187,"ANF",5,"C76",409,6675,5.82969432314411,"EXP 1","PGPA"
"259","G",5,1786,10003,897,11.15,"ANF",5,"C67p",409,9594,10.695652173913,"EXP 1","PGPA"
"260","F",5,1929,6948,818,8.494,"ANF",3,"C67p",405,6543,7.99877750611247,"EXP 1","PGPA"
"261","E",5,1888,5020,682,7.361,"ANF",1.2,"C67p",383,4637,6.79912023460411,"EXP 1","PGPA"
"262","D",5,2218,5623,787,7.145,"ANF",0.62,"C67p",337,5286,6.71664548919949,"EXP 1","PGPA"
"263","C",5,1963,15536,1256,12.37,"ANF",0.15,"C67p",1139,14397,11.4625796178344,"EXP 1","PGPA"
"264","B",5,847,10522,647,16.26,"ANF",0,"C67p",371,10151,15.6893353941267,"EXP 1","PGPA"
"265","B",6,257,4220,178,23.71,"ANF",0,"C68",371,3849,21.623595505618,"EXP 1","PGPA"
"266","C",6,815,11716,585,20.03,"ANF",0.15,"C68",1139,10577,18.0803418803419,"EXP 1","PGPA"
"267","D",6,2166,6872,1016,6.764,"ANF",0.62,"C68",337,6535,6.43208661417323,"EXP 1","PGPA"
"268","E",6,2547,12795,1334,9.591,"ANF",1.2,"C68",383,12412,9.30434782608696,"EXP 1","PGPA"
"269","F",6,2288,7241,1118,6.477,"ANF",3,"C68",405,6836,6.11449016100179,"EXP 1","PGPA"
"270","G",6,2315,4988,1099,4.539,"ANF",5,"C68",409,4579,4.16651501364877,"EXP 1","PGPA"
"271","B",2,1518,745,248,3.004,"ANF",0,"THP-1",745,0,0,"EXP 2","PGPA"
"272","C",2,1749,355,162,2.191,"ANF",0.15,"THP-1",355,0,0,"EXP 2","PGPA"
"273","D",2,814,72,56,1.286,"ANF",0.62,"THP-1",72,0,0,"EXP 2","PGPA"
"274","E",2,1877,102,85,1.2,"ANF",1.2,"THP-1",102,0,0,"EXP 2","PGPA"
"275","F",2,1573,387,280,1.382,"ANF",3,"THP-1",387,0,0,"EXP 2","PGPA"
"276","G",2,1858,264,174,1.517,"ANF",5,"THP-1",264,0,0,"EXP 2","PGPA"
"277","G",3,1448,1637,473,3.461,"ANF",5,"REF",264,1373,2.90274841437632,"EXP 2","PGPA"
"278","F",3,1970,3373,676,4.99,"ANF",3,"REF",387,2986,4.41715976331361,"EXP 2","PGPA"
"279","E",3,1990,3914,678,5.773,"ANF",1.2,"REF",102,3812,5.62241887905605,"EXP 2","PGPA"
"280","D",3,1677,3743,587,6.376,"ANF",0.62,"REF",72,3671,6.25383304940375,"EXP 2","PGPA"
"281","C",3,2027,5074,943,5.381,"ANF",0.15,"REF",355,4719,5.00424178154825,"EXP 2","PGPA"
"282","B",3,1373,3873,703,5.509,"ANF",0,"REF",745,3128,4.44950213371266,"EXP 2","PGPA"
"283","B",4,1658,5024,915,5.491,"ANF",0,"C76",745,4279,4.67650273224044,"EXP 2","PGPA"
"284","C",4,1404,4096,769,5.326,"ANF",0.15,"C76",355,3741,4.86475942782835,"EXP 2","PGPA"
"285","D",4,1134,1485,361,4.114,"ANF",0.62,"C76",72,1413,3.91412742382271,"EXP 2","PGPA"
"286","E",4,1506,1528,422,3.621,"ANF",1.2,"C76",102,1426,3.37914691943128,"EXP 2","PGPA"
"287","F",4,1354,2760,579,4.767,"ANF",3,"C76",387,2373,4.09844559585492,"EXP 2","PGPA"
"288","G",4,1202,378,233,1.622,"ANF",5,"C76",264,114,0.489270386266094,"EXP 2","PGPA"
"289","G",5,1670,1297,486,2.669,"ANF",5,"C67p",264,1033,2.12551440329218,"EXP 2","PGPA"
"290","F",5,1869,3662,868,4.219,"ANF",3,"C67p",387,3275,3.77304147465438,"EXP 2","PGPA"
"291","E",5,1285,2269,508,4.467,"ANF",1.2,"C67p",102,2167,4.26574803149606,"EXP 2","PGPA"
"292","D",5,1089,1833,373,4.914,"ANF",0.62,"C67p",72,1761,4.72117962466488,"EXP 2","PGPA"
"293","C",5,1566,3139,770,4.077,"ANF",0.15,"C67p",355,2784,3.61558441558442,"EXP 2","PGPA"
"294","B",5,1097,4222,735,5.744,"ANF",0,"C67p",745,3477,4.73061224489796,"EXP 2","PGPA"
"295","B",6,493,797,218,3.656,"ANF",0,"C68",745,52,0.238532110091743,"EXP 2","PGPA"
"296","C",6,771,3149,425,7.409,"ANF",0.15,"C68",355,2794,6.57411764705882,"EXP 2","PGPA"
"297","D",6,750,1298,311,4.174,"ANF",0.62,"C68",72,1226,3.94212218649518,"EXP 2","PGPA"
"298","E",6,693,1451,253,5.735,"ANF",1.2,"C68",102,1349,5.33201581027668,"EXP 2","PGPA"
"299","F",6,1250,1888,453,4.168,"ANF",3,"C68",387,1501,3.31346578366446,"EXP 2","PGPA"
"300","G",6,649,282,132,2.136,"ANF",5,"C68",264,18,0.136363636363636,"EXP 2","PGPA"
"301","B",2,1632,222,139,1.597,"ANF",0,"THP-1",222,0,0,"EXP 3","PGPA"
"302","C",2,1031,76,62,1.226,"ANF",0.15,"THP-1",76,0,0,"EXP 3","PGPA"
"303","D",2,846,48,34,1.412,"ANF",0.62,"THP-1",48,0,0,"EXP 3","PGPA"
"304","E",2,1979,215,129,1.667,"ANF",1.2,"THP-1",215,0,0,"EXP 3","PGPA"
"305","F",2,2823,439,244,1.799,"ANF",3,"THP-1",439,0,0,"EXP 3","PGPA"
"306","G",2,3461,226,183,1.235,"ANF",5,"THP-1",226,0,0,"EXP 3","PGPA"
"307","G",3,3127,104,81,1.284,"ANF",5,"REF",226,0,0,"EXP 3","PGPA"
"308","F",3,3009,1679,527,3.186,"ANF",3,"REF",439,1240,2.35294117647059,"EXP 3","PGPA"
"309","E",3,2468,1175,390,3.013,"ANF",1.2,"REF",215,960,2.46153846153846,"EXP 3","PGPA"
"310","D",3,1795,1765,320,5.516,"ANF",0.62,"REF",48,1717,5.365625,"EXP 3","PGPA"
"311","C",3,1949,1816,483,3.76,"ANF",0.15,"REF",76,1740,3.60248447204969,"EXP 3","PGPA"
"312","B",3,2223,8417,1123,7.495,"ANF",0,"REF",222,8195,7.29741763134461,"EXP 3","PGPA"
"313","B",4,1704,6839,888,7.702,"ANF",0,"C76",222,6617,7.45157657657658,"EXP 3","PGPA"
"314","C",4,1889,2853,664,4.297,"ANF",0.15,"C76",76,2777,4.18222891566265,"EXP 3","PGPA"
"315","D",4,1313,2242,396,5.662,"ANF",0.62,"C76",48,2194,5.54040404040404,"EXP 3","PGPA"
"316","E",4,2550,2168,428,5.065,"ANF",1.2,"C76",215,1953,4.56308411214953,"EXP 3","PGPA"
"317","F",4,3352,1716,527,3.256,"ANF",3,"C76",439,1277,2.42314990512334,"EXP 3","PGPA"
"318","G",4,2678,96,81,1.185,"ANF",5,"C76",226,0,0,"EXP 3","PGPA"
"319","G",5,2897,104,85,1.224,"ANF",5,"C67p",226,0,0,"EXP 3","PGPA"
"320","F",5,3741,1155,496,2.329,"ANF",3,"C67p",439,716,1.44354838709677,"EXP 3","PGPA"
"321","E",5,2833,1154,364,3.17,"ANF",1.2,"C67p",215,939,2.57967032967033,"EXP 3","PGPA"
"322","D",5,2452,1203,361,3.332,"ANF",0.62,"C67p",48,1155,3.1994459833795,"EXP 3","PGPA"
"323","C",5,1761,1309,372,3.519,"ANF",0.15,"C67p",76,1233,3.31451612903226,"EXP 3","PGPA"
"324","B",5,1587,5203,792,6.569,"ANF",0,"C67p",222,4981,6.28914141414141,"EXP 3","PGPA"
"325","B",6,1624,5840,803,7.273,"ANF",0,"C68",222,5618,6.99626400996264,"EXP 3","PGPA"
"326","C",6,1458,2158,348,6.201,"ANF",0.15,"C68",76,2082,5.98275862068965,"EXP 3","PGPA"
"327","D",6,1077,1678,296,5.669,"ANF",0.62,"C68",48,1630,5.50675675675676,"EXP 3","PGPA"
"328","E",6,1955,1653,340,4.862,"ANF",1.2,"C68",215,1438,4.22941176470588,"EXP 3","PGPA"
"329","F",6,2532,602,214,2.813,"ANF",3,"C68",439,163,0.761682242990654,"EXP 3","PGPA"
"330","G",6,987,20,13,1.538,"ANF",5,"C68",226,0,0,"EXP 3","PGPA"
