"pop","Cntrl_ama_per_cell","X","row","column","n_celulas","n_amas.x","n_cels_infec","mean_ama_cel","composto","conc","n_amas.y","corrected_ama","ama_per_cell","experiment","gene","viability","mean_value"
"C67",7.78502879078695,174,"G",10,380,1122,240,2.953,"SbIII","100",225,897,3.7375,"EXP 3","GSH1",48.0088141025641,26.5499856561878
"C67p",8.95958429561201,319,"G",5,209,70,40,1.75,"SbIII","100",51,19,0.475,"EXP 3","PGPA",5.30158525583194,26.2964125225388
"C67p",8.95958429561201,320,"F",5,614,1377,261,5.276,"SbIII","65",50,1327,5.08429118773946,"EXP 3","PGPA",56.7469540995279,34.2922503090753
"C67p",8.95958429561201,321,"E",5,688,2780,388,7.165,"SbIII","35",209,2571,6.62628865979381,"EXP 3","PGPA",73.9575458097878,52.0079178122888
"C67p",8.95958429561201,322,"D",5,833,4826,503,9.594,"SbIII","25",185,4641,9.22664015904573,"EXP 3","PGPA",102.980672480134,78.6336719798035
"C67p",8.95958429561201,323,"C",5,1182,6323,755,8.375,"SbIII","10",443,5880,7.78807947019868,"EXP 3","PGPA",86.9245627167426,94.5211707490702
"C67p",8.95958429561201,324,"B",5,1315,8438,866,9.744,"SbIII","0",679,7759,8.95958429561201,"EXP 3","PGPA",100,100
"C68",6.60297239915074,325,"B",6,1671,6899,942,7.324,"SbIII","0",679,6220,6.60297239915074,"EXP 3","PGPA",100,100
"C68",6.60297239915074,326,"C",6,1632,7174,909,7.892,"SbIII","10",443,6731,7.40484048404841,"EXP 3","PGPA",112.144047202148,99.668032681507
"C68",6.60297239915074,327,"D",6,1100,5684,643,8.84,"SbIII","25",185,5499,8.55209953343701,"EXP 3","PGPA",129.518935056233,73.1663699956563
"C68",6.60297239915074,328,"E",6,725,2695,398,6.771,"SbIII","35",209,2486,6.24623115577889,"EXP 3","PGPA",94.5972628415389,49.2379786457763
"C68",6.60297239915074,329,"F",6,538,643,189,3.402,"SbIII","65",50,593,3.13756613756614,"EXP 3","PGPA",47.5174807329149,23.3430171142306
"C68",6.60297239915074,330,"G",6,471,468,126,3.714,"SbIII","100",51,417,3.30952380952381,"EXP 3","PGPA",50.1217271474506,32.7685033710961
"C7",13.9090909090909,121,"B",2,1402,13975,979,9.968,"SbIII","0",358,13617,13.9090909090909,"EXP 3","GSH1",100,100
"C7",13.9090909090909,122,"C",2,1775,15992,1254,9.01,"SbIII","10",436,15556,12.4051036682616,"EXP 3","GSH1",89.187019837175,105.194337651041
"C7",13.9090909090909,123,"D",2,1134,15985,811,14.1,"SbIII","25",437,15548,19.1713933415536,"EXP 3","GSH1",137.833546900059,100.872763386628
"C7",13.9090909090909,124,"E",2,899,9828,653,10.93,"SbIII","35",448,9380,14.364471669219,"EXP 3","GSH1",103.273979321182,64.1331458650449
"C7",13.9090909090909,125,"F",2,506,1614,278,3.19,"SbIII","65",188,1426,5.1294964028777,"EXP 3","GSH1",36.8787323082711,27.9354563594141
"C7",13.9090909090909,126,"G",2,428,524,174,1.224,"SbIII","100",225,299,1.7183908045977,"EXP 3","GSH1",12.3544436931861,14.4510373956683
"C76",8.2158918365606,133,"B",4,2024,11776,1234,5.818,"SbIII","0",358,11418,9.25283630470016,"EXP 3","GSH1",112.621203988168,100
"C76",8.2158918365606,134,"C",4,2042,10733,1259,5.256,"SbIII","10",436,10297,8.17871326449563,"EXP 3","GSH1",99.5474797769424,101.122223296293
"C76",8.2158918365606,135,"D",4,1594,12671,1092,7.949,"SbIII","25",437,12234,11.2032967032967,"EXP 3","GSH1",136.361297424124,93.2565369389539
"C76",8.2158918365606,136,"E",4,816,5364,559,6.574,"SbIII","35",448,4916,8.79427549194991,"EXP 3","GSH1",107.039815845865,67.668785925818
"C76",8.2158918365606,137,"F",4,516,1677,315,3.25,"SbIII","65",188,1489,4.72698412698413,"EXP 3","GSH1",57.5346440899954,38.7480964647074
"C76",8.2158918365606,138,"G",4,394,542,185,1.376,"SbIII","100",225,317,1.71351351351351,"EXP 3","GSH1",20.8560865649229,14.5050269923466
"C76",8.2158918365606,313,"B",4,1589,7499,950,7.894,"SbIII","0",679,6820,7.17894736842105,"EXP 3","PGPA",87.378796011832,100
"C76",8.2158918365606,314,"C",4,1632,7585,967,7.844,"SbIII","10",443,7142,7.38572905894519,"EXP 3","PGPA",89.8956462167479,101.122223296293
"C76",8.2158918365606,315,"D",4,596,3080,338,9.112,"SbIII","25",185,2895,8.56508875739645,"EXP 3","PGPA",104.250261904398,93.2565369389539
"C76",8.2158918365606,316,"E",4,614,2068,333,6.21,"SbIII","35",209,1859,5.58258258258258,"EXP 3","PGPA",67.9485890714891,67.668785925818
"C76",8.2158918365606,317,"F",4,529,1290,232,5.56,"SbIII","65",50,1240,5.3448275862069,"EXP 3","PGPA",65.0547462470537,38.7480964647074
"C76",8.2158918365606,318,"G",4,166,60,36,1.667,"SbIII","100",51,9,0.25,"EXP 3","PGPA",3.0428832922009,14.5050269923466
"C85",8.07321428571429,151,"G",7,659,1984,389,3.011,"SbIII","100",225,1759,4.52185089974293,"EXP 3","GSH1",56.0105397888971,28.4964082313368
"C85",8.07321428571429,152,"F",7,757,2804,527,3.704,"SbIII","65",188,2616,4.96394686907021,"EXP 3","GSH1",61.486623461166,46.2127963729697
"C85",8.07321428571429,153,"E",7,660,3242,467,4.912,"SbIII","35",448,2794,5.98286937901499,"EXP 3","GSH1",74.1076499059587,62.6584153793343
"C85",8.07321428571429,154,"D",7,1539,7830,1025,5.088,"SbIII","25",437,7393,7.21268292682927,"EXP 3","GSH1",89.3409077421895,68.2112941824814
"C85",8.07321428571429,155,"C",7,1968,11484,1227,5.835,"SbIII","10",436,11048,9.0040749796251,"EXP 3","GSH1",111.530236420926,86.6486777986216
"C85",8.07321428571429,156,"B",7,1825,9400,1120,5.151,"SbIII","0",358,9042,8.07321428571429,"EXP 3","GSH1",100,100
"REF",7.9648852631871,145,"B",6,1664,8190,984,4.922,"SbIII","0",358,7832,7.95934959349593,"EXP 3","GSH1",99.9304990654824,100
"REF",7.9648852631871,146,"C",6,1744,14512,1157,8.321,"SbIII","10",436,14076,12.1659464131374,"EXP 3","GSH1",152.744779254601,106.563927811704
"REF",7.9648852631871,147,"D",6,1205,4771,760,3.959,"SbIII","25",437,4334,5.70263157894737,"EXP 3","GSH1",71.5971591619073,84.3496694217327
"REF",7.9648852631871,148,"E",6,814,4057,553,4.984,"SbIII","35",448,3609,6.52622061482821,"EXP 3","GSH1",81.9374090043926,66.6466181026712
"REF",7.9648852631871,149,"F",6,567,2577,391,4.545,"SbIII","65",188,2389,6.10997442455243,"EXP 3","GSH1",76.7113928532294,38.0217090780054
"REF",7.9648852631871,150,"G",6,449,1247,249,2.777,"SbIII","100",225,1022,4.10441767068273,"EXP 3","GSH1",51.5314098704339,27.7542312933348
"REF",7.9648852631871,307,"G",3,270,184,67,2.746,"SbIII","100",51,133,1.98507462686567,"EXP 3","PGPA",24.9228276525273,27.7542312933348
"REF",7.9648852631871,308,"F",3,197,280,69,4.058,"SbIII","65",50,230,3.33333333333333,"EXP 3","PGPA",41.8503622235421,38.0217090780054
"REF",7.9648852631871,309,"E",3,759,2215,397,5.579,"SbIII","35",209,2006,5.05289672544081,"EXP 3","PGPA",63.4396674713544,66.6466181026712
"REF",7.9648852631871,310,"D",3,811,3065,418,7.333,"SbIII","25",185,2880,6.88995215311005,"EXP 3","PGPA",86.504097993159,84.3496694217327
"REF",7.9648852631871,311,"C",3,1429,4971,736,6.754,"SbIII","10",443,4528,6.15217391304348,"EXP 3","PGPA",77.241212016929,106.563927811704
"REF",7.9648852631871,312,"B",3,1587,7685,879,8.743,"SbIII","0",679,7006,7.97042093287827,"EXP 3","PGPA",100.069500934518,100
"C44",14.6964285714286,235,"G",11,49,35,21,0.7143,"SbIII","100",81,0,0,"EXP 4","GSH1",0,9.82031872123397
"C44",14.6964285714286,236,"F",11,54,113,31,2.093,"SbIII","65",43,70,2.25806451612903,"EXP 4","GSH1",15.3647160271234,33.1028144047687
"C44",14.6964285714286,237,"E",11,78,468,57,6,"SbIII","35",36,432,7.57894736842105,"EXP 4","GSH1",51.5699942444202,58.6779966508489
"C44",14.6964285714286,238,"D",11,86,485,61,5.64,"SbIII","25",267,218,3.57377049180328,"EXP 4","GSH1",24.3172718761827,53.8864480624741
"C44",14.6964285714286,239,"C",11,1168,17430,1004,14.92,"SbIII","10",386,17044,16.9760956175299,"EXP 4","GSH1",115.511707725598,107.283779099179
"C44",14.6964285714286,240,"B",11,966,12678,840,13.12,"SbIII","0",333,12345,14.6964285714286,"EXP 4","GSH1",100,100
"C58",12.015503875969,223,"G",9,100,149,59,1.49,"SbIII","100",81,68,1.15254237288136,"EXP 4","GSH1",9.59212684527067,28.1502240253488
"C58",12.015503875969,224,"F",9,35,54,16,1.543,"SbIII","65",43,11,0.6875,"EXP 4","GSH1",5.72177419354838,36.1677638093808
"C58",12.015503875969,225,"E",9,179,928,126,5.184,"SbIII","35",36,892,7.07936507936508,"EXP 4","GSH1",58.9185867895545,50.6867897183699
"C58",12.015503875969,226,"D",9,351,3231,275,9.205,"SbIII","25",267,2964,10.7781818181818,"EXP 4","GSH1",89.7022873900291,61.6337205978282
"C58",12.015503875969,227,"C",9,878,10426,723,11.87,"SbIII","10",386,10040,13.8865836791148,"EXP 4","GSH1",115.572212555213,100.229294385684
"C58",12.015503875969,228,"B",9,781,8083,645,10.35,"SbIII","0",333,7750,12.015503875969,"EXP 4","GSH1",100,100
"C6",11.5583815028902,187,"G",3,50,58,22,1.16,"SbIII","100",81,0,0,"EXP 4","GSH1",0,13.3135450532102
"C6",11.5583815028902,188,"F",3,46,46,19,1,"SbIII","65",43,3,0.157894736842105,"EXP 4","GSH1",1.36606268622145,26.4801746964878
"C6",11.5583815028902,189,"E",3,88,269,52,3.057,"SbIII","35",36,233,4.48076923076923,"EXP 4","GSH1",38.7664071275793,45.0157012966169
"C6",11.5583815028902,190,"D",3,354,3653,289,10.32,"SbIII","25",267,3386,11.7162629757785,"EXP 4","GSH1",101.36594793007,69.3613967412365
"C6",11.5583815028902,191,"C",3,1258,14572,1053,11.58,"SbIII","10",386,14186,13.4719848053181,"EXP 4","GSH1",116.555979761954,98.747977836767
"C6",11.5583815028902,192,"B",3,1092,10331,865,9.461,"SbIII","0",333,9998,11.5583815028902,"EXP 4","GSH1",100,100
"C67",13.7387198321091,181,"B",2,1117,13426,953,12.02,"SbIII","0",333,13093,13.7387198321091,"EXP 4","GSH1",100,100
"C67",13.7387198321091,182,"C",2,990,11967,866,12.09,"SbIII","10",386,11581,13.3729792147806,"EXP 4","GSH1",97.3378843021915,106.245398516653
"C67",13.7387198321091,183,"D",2,490,5024,411,10.25,"SbIII","25",267,4757,11.5742092457421,"EXP 4","GSH1",84.2451799525872,68.3096332750762
"C67",13.7387198321091,184,"E",2,104,269,64,2.587,"SbIII","35",36,233,3.640625,"EXP 4","GSH1",26.4990118765753,45.4223259419144
"C67",13.7387198321091,185,"F",2,114,209,64,1.833,"SbIII","65",43,166,2.59375,"EXP 4","GSH1",18.8791243412511,42.3043269543285
"C67",13.7387198321091,186,"G",2,207,457,126,2.208,"SbIII","100",81,376,2.98412698412698,"EXP 4","GSH1",21.7205607261362,26.5499856561878
"C7",12.2651376146789,229,"B",10,1384,13702,1090,9.9,"SbIII","0",333,13369,12.2651376146789,"EXP 4","GSH1",100,100
"C7",12.2651376146789,230,"C",10,1548,19249,1265,12.43,"SbIII","10",386,18863,14.9114624505929,"EXP 4","GSH1",121.575989760986,105.194337651041
"C7",12.2651376146789,231,"D",10,536,5384,431,10.04,"SbIII","25",267,5117,11.8723897911833,"EXP 4","GSH1",96.7978522880529,100.872763386628
"C7",12.2651376146789,232,"E",10,216,1484,173,6.87,"SbIII","35",36,1448,8.36994219653179,"EXP 4","GSH1",68.241730826686,64.1331458650449
"C7",12.2651376146789,233,"F",10,43,45,20,1.047,"SbIII","65",43,2,0.1,"EXP 4","GSH1",0.815319021617174,27.9354563594141
"C7",12.2651376146789,234,"G",10,79,97,42,1.228,"SbIII","100",81,16,0.380952380952381,"EXP 4","GSH1",3.10597722520828,14.4510373956683
"C73",15.095595126523,211,"G",7,67,69,35,1.03,"SbIII","100",81,0,0,"EXP 4","GSH1",0,16.7204860815098
"C73",15.095595126523,212,"F",7,53,71,24,1.34,"SbIII","65",43,28,1.16666666666667,"EXP 4","GSH1",7.72852383021875,20.8404511056236
"C73",15.095595126523,213,"E",7,90,504,66,5.6,"SbIII","35",36,468,7.09090909090909,"EXP 4","GSH1",46.9733656174333,51.2230425582754
"C73",15.095595126523,214,"D",7,358,3255,307,9.092,"SbIII","25",267,2988,9.7328990228013,"EXP 4","GSH1",64.4750931727135,62.9036591586644
"C73",15.095595126523,215,"C",7,1509,26124,1320,17.31,"SbIII","10",386,25738,19.4984848484848,"EXP 4","GSH1",129.166718404006,100.053010259564
"C73",15.095595126523,216,"B",7,1249,16440,1067,13.16,"SbIII","0",333,16107,15.095595126523,"EXP 4","GSH1",100,100
"C76",15.2366992399566,217,"B",8,1071,14366,921,13.41,"SbIII","0",333,14033,15.2366992399566,"EXP 4","GSH1",100,100
"C76",15.2366992399566,218,"C",8,1232,19412,1061,15.76,"SbIII","10",386,19026,17.9321394910462,"EXP 4","GSH1",117.690447311719,101.122223296293
"C76",15.2366992399566,219,"D",8,534,7937,439,14.86,"SbIII","25",267,7670,17.4715261958998,"EXP 4","GSH1",114.667395613366,93.2565369389539
"C76",15.2366992399566,220,"E",8,373,5731,315,15.36,"SbIII","35",36,5695,18.0793650793651,"EXP 4","GSH1",118.656703756112,67.668785925818
"C76",15.2366992399566,221,"F",8,159,882,130,5.547,"SbIII","65",43,839,6.45384615384615,"EXP 4","GSH1",42.3572458326252,38.7480964647074
"C76",15.2366992399566,222,"G",8,247,728,162,2.947,"SbIII","100",81,647,3.99382716049383,"EXP 4","GSH1",26.2118920745016,14.5050269923466
"C85",10.8527370855821,205,"B",6,1650,14409,1297,8.733,"SbIII","0",333,14076,10.8527370855821,"EXP 4","GSH1",100,100
"C85",10.8527370855821,206,"C",6,1588,19104,1306,12.03,"SbIII","10",386,18718,14.3323124042879,"EXP 4","GSH1",132.061730522602,86.6486777986216
"C85",10.8527370855821,207,"D",6,407,3505,334,8.612,"SbIII","25",267,3238,9.69461077844311,"EXP 4","GSH1",89.3287168204087,68.2112941824814
"C85",10.8527370855821,208,"E",6,126,943,104,7.484,"SbIII","35",36,907,8.72115384615385,"EXP 4","GSH1",80.3590262749471,62.6584153793343
"C85",10.8527370855821,209,"F",6,73,242,41,3.315,"SbIII","65",43,199,4.85365853658537,"EXP 4","GSH1",44.7228979962435,46.2127963729697
"C85",10.8527370855821,210,"G",6,112,192,59,1.714,"SbIII","100",81,111,1.88135593220339,"EXP 4","GSH1",17.3353129018741,28.4964082313368
"REF",11.4375655823715,199,"G",5,173,789,124,4.561,"SbIII","100",81,708,5.70967741935484,"EXP 4","GSH1",49.9203906481206,27.7542312933348
"REF",11.4375655823715,200,"F",5,137,706,95,5.153,"SbIII","65",43,663,6.97894736842105,"EXP 4","GSH1",61.017769193626,38.0217090780054
"REF",11.4375655823715,201,"E",5,242,2705,214,11.18,"SbIII","35",36,2669,12.4719626168224,"EXP 4","GSH1",109.043856640658,66.6466181026712
"REF",11.4375655823715,202,"D",5,769,9281,662,12.07,"SbIII","25",267,9014,13.6163141993958,"EXP 4","GSH1",119.049059009396,84.3496694217327
"REF",11.4375655823715,203,"C",5,1089,14754,955,13.55,"SbIII","10",386,14368,15.0450261780105,"EXP 4","GSH1",131.540458235266,106.563927811704
"REF",11.4375655823715,204,"B",5,1169,11233,953,9.609,"SbIII","0",333,10900,11.4375655823715,"EXP 4","GSH1",100,100
