"","row","column","n_celulas","n_amas.x","n_cels_infec","mean_ama_cel","composto","conc","pop","n_amas.y","corrected_ama","ama_per_cell","experiment","gene"
"250","D",3,1016,9067,656,13.82,"SbIII",25,"REF",95,8972,13.6768292682927,"EXP 1","PGPA"
"251","C",3,990,8424,666,12.65,"SbIII",10,"REF",235,8189,12.2957957957958,"EXP 1","PGPA"
"252","B",3,1378,10848,982,11.05,"SbIII",0,"REF",101,10747,10.9439918533605,"EXP 1","PGPA"
"253","B",4,1250,9272,848,10.93,"SbIII",0,"C76",101,9171,10.814858490566,"EXP 1","PGPA"
"254","C",4,1547,12026,1114,10.8,"SbIII",10,"C76",235,11791,10.5843806104129,"EXP 1","PGPA"
"255","D",4,846,6561,540,12.15,"SbIII",25,"C76",95,6466,11.9740740740741,"EXP 1","PGPA"
"256","E",4,347,849,176,4.824,"SbIII",35,"C76",109,740,4.20454545454545,"EXP 1","PGPA"
"257","F",4,169,285,98,2.908,"SbIII",65,"C76",335,0,0,"EXP 1","PGPA"
"258","G",4,136,39,23,1.696,"SbIII",100,"C76",56,0,0,"EXP 1","PGPA"
"259","G",5,432,298,131,2.275,"SbIII",100,"C67p",56,242,1.84732824427481,"EXP 1","PGPA"
"260","F",5,402,484,189,2.561,"SbIII",65,"C67p",335,149,0.788359788359788,"EXP 1","PGPA"
"261","E",5,303,444,133,3.338,"SbIII",35,"C67p",109,335,2.5187969924812,"EXP 1","PGPA"
"262","D",5,613,1847,323,5.718,"SbIII",25,"C67p",95,1752,5.42414860681115,"EXP 1","PGPA"
"263","C",5,1684,11377,1158,9.825,"SbIII",10,"C67p",235,11142,9.62176165803109,"EXP 1","PGPA"
"264","B",5,1364,11972,918,13.04,"SbIII",0,"C67p",101,11871,12.9313725490196,"EXP 1","PGPA"
"265","B",6,978,10397,720,14.44,"SbIII",0,"C68",101,10296,14.3,"EXP 1","PGPA"
"266","C",6,1006,9309,743,12.53,"SbIII",10,"C68",235,9074,12.2126514131898,"EXP 1","PGPA"
"267","D",6,629,1821,342,5.325,"SbIII",25,"C68",95,1726,5.04678362573099,"EXP 1","PGPA"
"268","E",6,405,575,167,3.443,"SbIII",35,"C68",109,466,2.79041916167665,"EXP 1","PGPA"
"269","F",6,312,488,159,3.069,"SbIII",65,"C68",335,153,0.962264150943396,"EXP 1","PGPA"
"270","G",6,181,189,76,2.487,"SbIII",100,"C68",56,133,1.75,"EXP 1","PGPA"
"271","B",2,1506,279,207,1.348,"SbIII",0,"THP-1",279,0,0,"EXP 2","PGPA"
"272","C",2,414,365,189,1.931,"SbIII",10,"THP-1",365,0,0,"EXP 2","PGPA"
"273","D",2,194,451,117,3.855,"SbIII",25,"THP-1",451,0,0,"EXP 2","PGPA"
"274","E",2,106,260,61,4.262,"SbIII",35,"THP-1",260,0,0,"EXP 2","PGPA"
"275","F",2,269,618,177,3.492,"SbIII",65,"THP-1",618,0,0,"EXP 2","PGPA"
"276","G",2,315,215,122,1.762,"SbIII",100,"THP-1",215,0,0,"EXP 2","PGPA"
"277","G",3,261,320,116,2.759,"SbIII",100,"REF",215,105,0.905172413793103,"EXP 2","PGPA"
"278","F",3,238,624,137,4.555,"SbIII",65,"REF",618,6,0.0437956204379562,"EXP 2","PGPA"
"279","E",3,291,725,179,4.05,"SbIII",35,"REF",260,465,2.59776536312849,"EXP 2","PGPA"
"280","D",3,517,994,260,3.823,"SbIII",25,"REF",451,543,2.08846153846154,"EXP 2","PGPA"
"281","C",3,1286,4473,701,6.381,"SbIII",10,"REF",365,4108,5.8601997146933,"EXP 2","PGPA"
"282","B",3,1818,5678,976,5.818,"SbIII",0,"REF",279,5399,5.53176229508197,"EXP 2","PGPA"
"283","B",4,1626,5839,946,6.172,"SbIII",0,"C76",279,5560,5.87737843551797,"EXP 2","PGPA"
"284","C",4,1546,4473,816,5.482,"SbIII",10,"C76",365,4108,5.0343137254902,"EXP 2","PGPA"
"285","D",4,1194,2889,656,4.404,"SbIII",25,"C76",451,2438,3.71646341463415,"EXP 2","PGPA"
"286","E",4,546,1085,328,3.308,"SbIII",35,"C76",260,825,2.51524390243902,"EXP 2","PGPA"
"287","F",4,186,395,111,3.559,"SbIII",65,"C76",618,0,0,"EXP 2","PGPA"
"288","G",4,182,336,104,3.231,"SbIII",100,"C76",215,121,1.16346153846154,"EXP 2","PGPA"
"289","G",5,481,1447,318,4.55,"SbIII",100,"C67p",215,1232,3.87421383647799,"EXP 2","PGPA"
"290","F",5,297,1162,208,5.587,"SbIII",65,"C67p",618,544,2.61538461538462,"EXP 2","PGPA"
"291","E",5,710,2284,495,4.614,"SbIII",35,"C67p",260,2024,4.08888888888889,"EXP 2","PGPA"
"292","D",5,1127,5491,848,6.475,"SbIII",25,"C67p",451,5040,5.94339622641509,"EXP 2","PGPA"
"293","C",5,1621,9716,1171,8.297,"SbIII",10,"C67p",365,9351,7.98548249359522,"EXP 2","PGPA"
"294","B",5,2304,11457,1711,6.696,"SbIII",0,"C67p",279,11178,6.53302162478083,"EXP 2","PGPA"
"295","B",6,2073,8125,1132,7.178,"SbIII",0,"C68",279,7846,6.93109540636042,"EXP 2","PGPA"
"296","C",6,2352,10231,1403,7.292,"SbIII",10,"C68",365,9866,7.03207412687099,"EXP 2","PGPA"
"297","D",6,1913,4431,1050,4.22,"SbIII",25,"C68",451,3980,3.79047619047619,"EXP 2","PGPA"
"298","E",6,594,989,313,3.16,"SbIII",35,"C68",260,729,2.32907348242811,"EXP 2","PGPA"
"299","F",6,324,851,213,3.995,"SbIII",65,"C68",618,233,1.09389671361502,"EXP 2","PGPA"
"300","G",6,380,798,234,3.41,"SbIII",100,"C68",215,583,2.49145299145299,"EXP 2","PGPA"
"301","B",2,1402,679,326,2.083,"SbIII",0,"THP-1",679,0,0,"EXP 3","PGPA"
"302","C",2,1327,443,221,2.005,"SbIII",10,"THP-1",443,0,0,"EXP 3","PGPA"
"303","D",2,1004,185,116,1.595,"SbIII",25,"THP-1",185,0,0,"EXP 3","PGPA"
"304","E",2,738,209,131,1.595,"SbIII",35,"THP-1",209,0,0,"EXP 3","PGPA"
"305","F",2,309,50,38,1.316,"SbIII",65,"THP-1",50,0,0,"EXP 3","PGPA"
"306","G",2,260,51,30,1.7,"SbIII",100,"THP-1",51,0,0,"EXP 3","PGPA"
"307","G",3,270,184,67,2.746,"SbIII",100,"REF",51,133,1.98507462686567,"EXP 3","PGPA"
"308","F",3,197,280,69,4.058,"SbIII",65,"REF",50,230,3.33333333333333,"EXP 3","PGPA"
"309","E",3,759,2215,397,5.579,"SbIII",35,"REF",209,2006,5.05289672544081,"EXP 3","PGPA"
"310","D",3,811,3065,418,7.333,"SbIII",25,"REF",185,2880,6.88995215311005,"EXP 3","PGPA"
"311","C",3,1429,4971,736,6.754,"SbIII",10,"REF",443,4528,6.15217391304348,"EXP 3","PGPA"
"312","B",3,1587,7685,879,8.743,"SbIII",0,"REF",679,7006,7.97042093287827,"EXP 3","PGPA"
"313","B",4,1589,7499,950,7.894,"SbIII",0,"C76",679,6820,7.17894736842105,"EXP 3","PGPA"
"314","C",4,1632,7585,967,7.844,"SbIII",10,"C76",443,7142,7.38572905894519,"EXP 3","PGPA"
"315","D",4,596,3080,338,9.112,"SbIII",25,"C76",185,2895,8.56508875739645,"EXP 3","PGPA"
"316","E",4,614,2068,333,6.21,"SbIII",35,"C76",209,1859,5.58258258258258,"EXP 3","PGPA"
"317","F",4,529,1290,232,5.56,"SbIII",65,"C76",50,1240,5.3448275862069,"EXP 3","PGPA"
"318","G",4,166,60,36,1.667,"SbIII",100,"C76",51,9,0.25,"EXP 3","PGPA"
"319","G",5,209,70,40,1.75,"SbIII",100,"C67p",51,19,0.475,"EXP 3","PGPA"
"320","F",5,614,1377,261,5.276,"SbIII",65,"C67p",50,1327,5.08429118773946,"EXP 3","PGPA"
"321","E",5,688,2780,388,7.165,"SbIII",35,"C67p",209,2571,6.62628865979381,"EXP 3","PGPA"
"322","D",5,833,4826,503,9.594,"SbIII",25,"C67p",185,4641,9.22664015904573,"EXP 3","PGPA"
"323","C",5,1182,6323,755,8.375,"SbIII",10,"C67p",443,5880,7.78807947019868,"EXP 3","PGPA"
"324","B",5,1315,8438,866,9.744,"SbIII",0,"C67p",679,7759,8.95958429561201,"EXP 3","PGPA"
"325","B",6,1671,6899,942,7.324,"SbIII",0,"C68",679,6220,6.60297239915074,"EXP 3","PGPA"
"326","C",6,1632,7174,909,7.892,"SbIII",10,"C68",443,6731,7.40484048404841,"EXP 3","PGPA"
"327","D",6,1100,5684,643,8.84,"SbIII",25,"C68",185,5499,8.55209953343701,"EXP 3","PGPA"
"328","E",6,725,2695,398,6.771,"SbIII",35,"C68",209,2486,6.24623115577889,"EXP 3","PGPA"
"329","F",6,538,643,189,3.402,"SbIII",65,"C68",50,593,3.13756613756614,"EXP 3","PGPA"
"330","G",6,471,468,126,3.714,"SbIII",100,"C68",51,417,3.30952380952381,"EXP 3","PGPA"
