"pop","Cntrl_ama_per_cell","X","row","column","n_celulas","n_amas.x","n_cels_infec","mean_ama_cel","composto","conc","n_amas.y","corrected_ama","ama_per_cell","experiment","gene","viability","mean_value"
"C67p",6.28914141414141,322,"D",5,2452,1203,361,3.332,"ANF","0.62",48,1155,3.1994459833795,"EXP 3","PGPA",50.8725400288409,64.4944686867293
"C67p",6.28914141414141,323,"C",5,1761,1309,372,3.519,"ANF","0.15",76,1233,3.31451612903226,"EXP 3","PGPA",52.7022038585335,67.3971388562914
"C67p",6.28914141414141,324,"B",5,1587,5203,792,6.569,"ANF","0",222,4981,6.28914141414141,"EXP 3","PGPA",100,100
"C68",6.99626400996264,325,"B",6,1624,5840,803,7.273,"ANF","0",222,5618,6.99626400996264,"EXP 3","PGPA",100,100
"C68",6.99626400996264,326,"C",6,1458,2158,348,6.201,"ANF","0.15",76,2082,5.98275862068965,"EXP 3","PGPA",85.5136200144854,975.066655368435
"C68",6.99626400996264,327,"D",6,1077,1678,296,5.669,"ANF","0.62",48,1630,5.50675675675676,"EXP 3","PGPA",78.7099621871783,587.038187958899
"C68",6.99626400996264,328,"E",6,1955,1653,340,4.862,"ANF","1.2",215,1438,4.22941176470588,"EXP 3","PGPA",60.4524323079178,779.608734172128
"C68",6.99626400996264,329,"F",6,2532,602,214,2.813,"ANF","3",439,163,0.761682242990654,"EXP 3","PGPA",10.8869854240209,476.090243420776
"C68",6.99626400996264,330,"G",6,987,20,13,1.538,"ANF","5",226,0,0,"EXP 3","PGPA",0,25.478735018354
"C7",9.03285968028419,121,"B",2,1796,10754,1126,5.988,"ANF","0",583,10171,9.03285968028419,"EXP 3","GSH1",100,100
"C7",9.03285968028419,122,"C",2,2096,7732,1210,3.689,"ANF","0.15",602,7130,5.89256198347107,"EXP 3","GSH1",65.2347339827787,54.1075704791361
"C7",9.03285968028419,123,"D",2,1946,5767,850,2.964,"ANF","0.62",364,5403,6.35647058823529,"EXP 3","GSH1",70.370522882243,52.3632346804048
"C7",9.03285968028419,124,"E",2,1672,2877,657,1.721,"ANF","1.2",468,2409,3.66666666666667,"EXP 3","GSH1",40.59253432963,46.7230500706117
"C7",9.03285968028419,125,"F",2,1550,1165,468,0.7516,"ANF","3",273,892,1.90598290598291,"EXP 3","GSH1",21.1005481480362,26.8391362447684
"C7",9.03285968028419,126,"G",2,1136,971,443,0.8548,"ANF","5",172,799,1.80361173814898,"EXP 3","GSH1",19.967228563128,19.1807517815052
"C73",8.6078431372549,127,"G",3,1911,1031,563,0.5395,"ANF","5",172,859,1.52575488454707,"EXP 3","GSH1",17.7251706405241,14.2110140858167
"C73",8.6078431372549,128,"F",3,1823,1040,457,0.5705,"ANF","3",273,767,1.67833698030635,"EXP 3","GSH1",19.4977644636956,15.1434602200462
"C73",8.6078431372549,129,"E",3,1783,1025,420,0.5749,"ANF","1.2",468,557,1.32619047619048,"EXP 3","GSH1",15.4067686300033,22.0958906234408
"C73",8.6078431372549,130,"D",3,2094,2116,649,1.011,"ANF","0.62",364,1752,2.69953775038521,"EXP 3","GSH1",31.3613724987803,28.0661110857118
"C73",8.6078431372549,131,"C",3,2339,4000,928,1.71,"ANF","0.15",602,3398,3.66163793103448,"EXP 3","GSH1",42.5383905427696,47.4634826229472
"C73",8.6078431372549,132,"B",3,1997,11558,1275,5.788,"ANF","0",583,10975,8.6078431372549,"EXP 3","GSH1",100,100
"C76",7.56400871295967,133,"B",4,1790,8175,989,4.567,"ANF","0",583,7592,7.67644084934277,"EXP 3","GSH1",101.486409398107,100
"C76",7.56400871295967,134,"C",4,1926,4663,961,2.421,"ANF","0.15",602,4061,4.2258064516129,"EXP 3","GSH1",55.8672869370534,56.3608577725607
"C76",7.56400871295967,135,"D",4,1777,3473,687,1.954,"ANF","0.62",364,3109,4.5254730713246,"EXP 3","GSH1",59.8290303866381,52.7092903172842
"C76",7.56400871295967,136,"E",4,1640,2956,712,1.802,"ANF","1.2",468,2488,3.49438202247191,"EXP 3","GSH1",46.1974880658832,45.9023643483449
"C76",7.56400871295967,137,"F",4,1739,3558,856,2.046,"ANF","3",273,3285,3.83761682242991,"EXP 3","GSH1",50.7352247738,33.9572185387116
"C76",7.56400871295967,138,"G",4,1737,2919,886,1.68,"ANF","5",172,2747,3.10045146726862,"EXP 3","GSH1",40.9895279728659,20.7506006088576
"C76",7.56400871295967,313,"B",4,1704,6839,888,7.702,"ANF","0",222,6617,7.45157657657658,"EXP 3","PGPA",98.5135906018926,100
"C76",7.56400871295967,314,"C",4,1889,2853,664,4.297,"ANF","0.15",76,2777,4.18222891566265,"EXP 3","PGPA",55.291169991609,56.3608577725607
"C76",7.56400871295967,315,"D",4,1313,2242,396,5.662,"ANF","0.62",48,2194,5.54040404040404,"EXP 3","PGPA",73.2469283240179,52.7092903172842
"C76",7.56400871295967,316,"E",4,2550,2168,428,5.065,"ANF","1.2",215,1953,4.56308411214953,"EXP 3","PGPA",60.3262672652854,45.9023643483449
"C76",7.56400871295967,317,"F",4,3352,1716,527,3.256,"ANF","3",439,1277,2.42314990512334,"EXP 3","PGPA",32.0352606280275,33.9572185387116
"C76",7.56400871295967,318,"G",4,2678,96,81,1.185,"ANF","5",226,0,0,"EXP 3","PGPA",0,20.7506006088576
"C85",10.8477078477078,151,"G",7,1573,903,443,0.5741,"ANF","5",172,731,1.65011286681716,"EXP 3","GSH1",15.2116271011653,15.1011454383485
"C85",10.8477078477078,152,"F",7,1919,1508,588,0.7858,"ANF","3",273,1235,2.10034013605442,"EXP 3","GSH1",19.3620640004445,11.5452616417155
"C85",10.8477078477078,153,"E",7,1926,2919,715,1.516,"ANF","1.2",468,2451,3.42797202797203,"EXP 3","GSH1",31.6008881885253,32.0187244433508
"C85",10.8477078477078,154,"D",7,1964,1945,601,0.9903,"ANF","0.62",364,1581,2.630615640599,"EXP 3","GSH1",24.2504285470305,29.2257432298412
"C85",10.8477078477078,155,"C",7,2330,4163,898,1.787,"ANF","0.15",602,3561,3.96547884187082,"EXP 3","GSH1",36.5559148305119,41.321602511741
"C85",10.8477078477078,156,"B",7,1906,14544,1287,7.631,"ANF","0",583,13961,10.8477078477078,"EXP 3","GSH1",100,100
"REF",6.67892158162975,145,"B",6,2432,7704,1175,3.168,"ANF","0",583,7121,6.06042553191489,"EXP 3","GSH1",90.7395820993613,100
"REF",6.67892158162975,146,"C",6,2075,5281,1017,2.545,"ANF","0.15",602,4679,4.6007866273353,"EXP 3","GSH1",68.8851721210454,72.6800283542901
"REF",6.67892158162975,147,"D",6,1886,2931,759,1.554,"ANF","0.62",364,2567,3.38208168642951,"EXP 3","GSH1",50.6381403808043,53.9505061893108
"REF",6.67892158162975,148,"E",6,2047,2267,660,1.107,"ANF","1.2",468,1799,2.72575757575758,"EXP 3","GSH1",40.8113427062046,40.6714986545115
"REF",6.67892158162975,149,"F",6,2124,2418,839,1.138,"ANF","3",273,2145,2.55661501787843,"EXP 3","GSH1",38.2788596427057,33.9514017102264
"REF",6.67892158162975,150,"G",6,1882,1882,708,1,"ANF","5",172,1710,2.41525423728814,"EXP 3","GSH1",36.1623386016577,22.2940124172225
"REF",6.67892158162975,307,"G",3,3127,104,81,1.284,"ANF","5",226,0,0,"EXP 3","PGPA",0,22.2940124172225
"REF",6.67892158162975,308,"F",3,3009,1679,527,3.186,"ANF","3",439,1240,2.35294117647059,"EXP 3","PGPA",35.2293577295818,33.9514017102264
"REF",6.67892158162975,309,"E",3,2468,1175,390,3.013,"ANF","1.2",215,960,2.46153846153846,"EXP 3","PGPA",36.8553280863317,40.6714986545115
"REF",6.67892158162975,310,"D",3,1795,1765,320,5.516,"ANF","0.62",48,1717,5.365625,"EXP 3","PGPA",80.3366970913097,53.9505061893108
"REF",6.67892158162975,311,"C",3,1949,1816,483,3.76,"ANF","0.15",76,1740,3.60248447204969,"EXP 3","PGPA",53.9381160269684,72.6800283542901
"REF",6.67892158162975,312,"B",3,2223,8417,1123,7.495,"ANF","0",222,8195,7.29741763134461,"EXP 3","PGPA",109.260417900639,100
"C44",11.6037181996086,235,"G",11,184,249,96,1.353,"ANF","5",290,0,0,"EXP 4","GSH1",0,18.2929720430927
"C44",11.6037181996086,236,"F",11,331,451,175,1.363,"ANF","3",310,141,0.805714285714286,"EXP 4","GSH1",6.94358714900077,22.617171603547
"C44",11.6037181996086,237,"E",11,413,523,193,1.266,"ANF","1.2",251,272,1.40932642487047,"EXP 4","GSH1",12.1454726892455,31.4670731799085
"C44",11.6037181996086,238,"D",11,949,1956,446,2.061,"ANF","0.62",776,1180,2.6457399103139,"EXP 4","GSH1",22.8007942351025,37.7542604774314
"C44",11.6037181996086,239,"C",11,1304,1969,516,1.51,"ANF","0.15",838,1131,2.19186046511628,"EXP 4","GSH1",18.8892941677109,46.7826372222298
"C44",11.6037181996086,240,"B",11,1292,12417,1022,9.611,"ANF","0",558,11859,11.6037181996086,"EXP 4","GSH1",100,100
"C58",9.60608943862988,223,"G",9,409,732,235,1.79,"ANF","5",290,442,1.88085106382979,"EXP 4","GSH1",19.5797788043295,18.7425500119238
"C58",9.60608943862988,224,"F",9,480,771,255,1.606,"ANF","3",310,461,1.8078431372549,"EXP 4","GSH1",18.8197616606072,16.991717410048
"C58",9.60608943862988,225,"E",9,1314,1434,460,1.091,"ANF","1.2",251,1183,2.57173913043478,"EXP 4","GSH1",26.7719673740784,31.1486527627151
"C58",9.60608943862988,226,"D",9,1606,2254,530,1.403,"ANF","0.62",776,1478,2.78867924528302,"EXP 4","GSH1",29.0303277217953,45.8893676635664
"C58",9.60608943862988,227,"C",9,1771,2321,502,1.311,"ANF","0.15",838,1483,2.95418326693227,"EXP 4","GSH1",30.7532350787026,51.3172737782159
"C58",9.60608943862988,228,"B",9,1368,10654,1051,7.788,"ANF","0",558,10096,9.60608943862988,"EXP 4","GSH1",100,100
"C6",12.9405594405594,187,"G",3,105,182,66,1.733,"ANF","5",290,0,0,"EXP 4","GSH1",0,14.038363725096
"C6",12.9405594405594,188,"F",3,348,1145,248,3.29,"ANF","3",310,835,3.36693548387097,"EXP 4","GSH1",26.0184692890327,20.744208950777
"C6",12.9405594405594,189,"E",3,894,2079,498,2.326,"ANF","1.2",251,1828,3.67068273092369,"EXP 4","GSH1",28.3657190230797,48.3651573079312
"C6",12.9405594405594,190,"D",3,1232,6466,826,5.248,"ANF","0.62",776,5690,6.88861985472155,"EXP 4","GSH1",53.232782449348,53.149346476579
"C6",12.9405594405594,191,"C",3,1831,4465,946,2.439,"ANF","0.15",838,3627,3.83403805496829,"EXP 4","GSH1",29.6280703518221,53.8594736931689
"C6",12.9405594405594,192,"B",3,1380,15362,1144,11.13,"ANF","0",558,14804,12.9405594405594,"EXP 4","GSH1",100,100
"C67",14.3666077738516,181,"B",2,1360,16821,1132,12.37,"ANF","0",558,16263,14.3666077738516,"EXP 4","GSH1",100,100
"C67",14.3666077738516,182,"C",2,1346,4654,832,3.458,"ANF","0.15",838,3816,4.58653846153846,"EXP 4","GSH1",31.9249925503384,42.4281218649696
"C67",14.3666077738516,183,"D",2,859,8723,698,10.15,"ANF","0.62",776,7947,11.3853868194842,"EXP 4","GSH1",79.2489570168856,47.7370549418711
"C67",14.3666077738516,184,"E",2,640,1750,350,2.734,"ANF","1.2",251,1499,4.28285714285714,"EXP 4","GSH1",29.8111928039985,35.1595940309789
"C67",14.3666077738516,185,"F",2,234,975,170,4.167,"ANF","3",310,665,3.91176470588235,"EXP 4","GSH1",27.2281722133605,19.3381774625679
"C67",14.3666077738516,186,"G",2,53,85,35,1.604,"ANF","5",290,0,0,"EXP 4","GSH1",0,13.6059890931818
"C7",8.28558797524315,229,"B",10,1586,9929,1131,6.26,"ANF","0",558,9371,8.28558797524315,"EXP 4","GSH1",100,100
"C7",8.28558797524315,230,"C",10,1681,2238,499,1.331,"ANF","0.15",838,1400,2.80561122244489,"EXP 4","GSH1",33.8613412931936,54.1075704791361
"C7",8.28558797524315,231,"D",10,1753,1599,483,0.9122,"ANF","0.62",776,823,1.70393374741201,"EXP 4","GSH1",20.5650311420658,52.3632346804048
"C7",8.28558797524315,232,"E",10,889,873,311,0.982,"ANF","1.2",251,622,2,"EXP 4","GSH1",24.1382990075766,46.7230500706117
"C7",8.28558797524315,233,"F",10,564,592,240,1.05,"ANF","3",310,282,1.175,"EXP 4","GSH1",14.1812506669512,26.8391362447684
"C7",8.28558797524315,234,"G",10,516,425,208,0.8236,"ANF","5",290,135,0.649038461538462,"EXP 4","GSH1",7.83334222601644,19.1807517815052
"C73",12.8101960784314,211,"G",7,513,810,257,1.579,"ANF","5",290,520,2.02334630350195,"EXP 4","GSH1",15.7948113449151,14.2110140858167
"C73",12.8101960784314,212,"F",7,627,1070,330,1.707,"ANF","3",310,760,2.3030303030303,"EXP 4","GSH1",17.9781034492355,15.1434602200462
"C73",12.8101960784314,213,"E",7,1101,1617,496,1.469,"ANF","1.2",251,1366,2.75403225806452,"EXP 4","GSH1",21.4987517849278,22.0958906234408
"C73",12.8101960784314,214,"D",7,1249,2393,519,1.916,"ANF","0.62",776,1617,3.11560693641619,"EXP 4","GSH1",24.3213056017304,28.0661110857118
"C73",12.8101960784314,215,"C",7,1638,2914,633,1.779,"ANF","0.15",838,2076,3.27962085308057,"EXP 4","GSH1",25.6016444479135,47.4634826229472
"C73",12.8101960784314,216,"B",7,1644,16891,1275,10.27,"ANF","0",558,16333,12.8101960784314,"EXP 4","GSH1",100,100
"C76",15.4323432343234,217,"B",8,1470,19262,1212,13.1,"ANF","0",558,18704,15.4323432343234,"EXP 4","GSH1",100,100
"C76",15.4323432343234,218,"C",8,1712,4037,795,2.358,"ANF","0.15",838,3199,4.02389937106918,"EXP 4","GSH1",26.0744548638572,56.3608577725607
"C76",15.4323432343234,219,"D",8,1403,2768,605,1.973,"ANF","0.62",776,1992,3.29256198347107,"EXP 4","GSH1",21.3354636653494,52.7092903172842
"C76",15.4323432343234,220,"E",8,1127,1012,413,0.898,"ANF","1.2",251,761,1.84261501210654,"EXP 4","GSH1",11.9399561306305,45.9023643483449
"C76",15.4323432343234,221,"F",8,555,750,262,1.351,"ANF","3",310,440,1.6793893129771,"EXP 4","GSH1",10.88227035569,33.9572185387116
"C76",15.4323432343234,222,"G",8,504,800,278,1.587,"ANF","5",290,510,1.83453237410072,"EXP 4","GSH1",11.8875814660505,20.7506006088576
"C85",10.8080054274084,205,"B",6,2016,16489,1474,8.179,"ANF","0",558,15931,10.8080054274084,"EXP 4","GSH1",100,100
"C85",10.8080054274084,206,"C",6,1699,5668,799,3.336,"ANF","0.15",838,4830,6.0450563204005,"EXP 4","GSH1",55.9312850183312,41.321602511741
"C85",10.8080054274084,207,"D",6,1673,5561,821,3.324,"ANF","0.62",776,4785,5.82825822168088,"EXP 4","GSH1",53.9253820774441,29.2257432298412
"C85",10.8080054274084,208,"E",6,1545,3650,601,2.362,"ANF","1.2",251,3399,5.65557404326123,"EXP 4","GSH1",52.3276388159379,32.0187244433508
"C85",10.8080054274084,209,"F",6,400,522,189,1.305,"ANF","3",310,212,1.12169312169312,"EXP 4","GSH1",10.378354537541,11.5452616417155
"C85",10.8080054274084,210,"G",6,603,1094,326,1.814,"ANF","5",290,804,2.46625766871166,"EXP 4","GSH1",22.8188048690038,15.1011454383485
"REF",9.84433962264151,199,"G",5,126,134,60,1.063,"ANF","5",290,0,0,"EXP 4","GSH1",0,22.2940124172225
"REF",9.84433962264151,200,"F",5,431,804,259,1.865,"ANF","3",310,494,1.90733590733591,"EXP 4","GSH1",19.3749502805564,33.9514017102264
"REF",9.84433962264151,201,"E",5,426,790,258,1.854,"ANF","1.2",251,539,2.08914728682171,"EXP 4","GSH1",21.2218124008722,40.6714986545115
"REF",9.84433962264151,202,"D",5,831,1495,389,1.799,"ANF","0.62",776,719,1.84832904884319,"EXP 4","GSH1",18.7755514305106,53.9505061893108
"REF",9.84433962264151,203,"C",5,1776,2988,692,1.682,"ANF","0.15",838,2150,3.10693641618497,"EXP 4","GSH1",31.5606382477822,72.6800283542901
"REF",9.84433962264151,204,"B",5,1736,13080,1272,7.535,"ANF","0",558,12522,9.84433962264151,"EXP 4","GSH1",100,100
